line,ground_truth,pylaia_prediction,highlight_url,callico_task_url,arkindex_page_url,csv_name,callico_id,arkindex_id,arkindex_line_id
10,"Desværre synes jeg jo ikke, at jeg har","Desværre synes jeg jo ikke, at jeg har",https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=76c15afa-3bba-4430-81ee-b7e0805db695,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,76c15afa-3bba-4430-81ee-b7e0805db695
11,"fortjænt den, da jeg kun forårsagede","fortjært den, da jeg kun forårsagede",https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=f1b0e8f0-e2dd-403c-ad72-5a9252ac65b8,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,f1b0e8f0-e2dd-403c-ad72-5a9252ac65b8
12,en våbenstilstand. Jeg er jo ikke lidt,en våbenstilstand. Jeg er jo ikke lidt,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=6ff630e9-9cdd-4651-9a1b-f3dd85116c8e,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,6ff630e9-9cdd-4651-9a1b-f3dd85116c8e
13,spændt på hvorledes det ender.,Mændt paa hvorledes det ender-,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=6092ba69-14bb-498a-a9de-e199812dfcb6,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,6092ba69-14bb-498a-a9de-e199812dfcb6
14,"Endelig smærter det mig ikke lidt, at","Endelig smærter det mig ikke lidt, at",https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=b1aa7d0a-a168-4ffb-8177-08d00e280db1,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,b1aa7d0a-a168-4ffb-8177-08d00e280db1
15,min gamle ven Eilif Peterssen tager,min gamle ven Eilif Peterssen tager,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=3aad5556-de15-4f08-b3ef-27fcc7d6cecf,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,3aad5556-de15-4f08-b3ef-27fcc7d6cecf
16,sig sagen nær. Med venlig hilsen,sig sagen nær. Med venlig hilsen,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=dee1b08b-5c68-4a64-879a-f900329cfd87,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,dee1b08b-5c68-4a64-879a-f900329cfd87
17,Deres Joakim Skovgaard,Deres Joakim Skovgaard,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=f3d378c9-e161-4634-b8ad-348dd8e4b132,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,f3d378c9-e161-4634-b8ad-348dd8e4b132
0,"Eivind Astrup,",Øivind Astrup.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=297d02ef-f181-4ce3-bba4-00a498e28c0c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,297d02ef-f181-4ce3-bba4-00a498e28c0c
1,Christiania.,Christiania.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=866a6043-3ae9-4d91-9607-7ee1a3f9308c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,866a6043-3ae9-4d91-9607-7ee1a3f9308c
2,21/12-95.,21/12-95.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=6e463b05-4b5c-4227-be00-f3bd89220c81,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,6e463b05-4b5c-4227-be00-f3bd89220c81
3,Til Verdens Gangs Redaktion:,Til Verdens Gangs Redaktion.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=93f1775a-4ba2-4529-b3f7-bdbba344dd45,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,93f1775a-4ba2-4529-b3f7-bdbba344dd45
4,Tillad mig herigjennem,Tillad mig herigjenne,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=3cdcc8e0-3276-46ef-ae63-f1179b1ecbe2,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,3cdcc8e0-3276-46ef-ae63-f1179b1ecbe2
5,at udtrykke min hjerteligste,at udtrykke min hjerteligste,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=2072cc4f-b0ae-4c97-abd5-9c37ef2a12a7,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,2072cc4f-b0ae-4c97-abd5-9c37ef2a12a7
6,"tak for den store velvilje,","tak for den store velvilje,",https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=d817fb85-90a2-49a1-b582-d60924dab71f,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,d817fb85-90a2-49a1-b582-d60924dab71f
7,hvormed De flere gange har,hvormed De flere gange har,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=56b134ea-30eb-491a-993d-0638de08233c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,56b134ea-30eb-491a-993d-0638de08233c
8,omtalt min nylig udkomne,omtalt min nylig udkomme,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=99c09cbb-1e16-49e3-b342-2124126d9f04,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,99c09cbb-1e16-49e3-b342-2124126d9f04
9,"bog: ""Blandt Nordpolens Naboer""",bog. Blandt Nordpolens Naboer.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=089563f1-8b46-4860-932d-b7c14ebc763e,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,089563f1-8b46-4860-932d-b7c14ebc763e
10,i Deres ærede blad,i Deres ærede blad,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=d6f31f10-66cd-4f93-8563-03508dba7c5f,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,d6f31f10-66cd-4f93-8563-03508dba7c5f
11,Deres ærbødige,Deres ærbødige,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=e8140f9c-6cf0-4500-a487-bf1dd1719f3f,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,e8140f9c-6cf0-4500-a487-bf1dd1719f3f
12,Eivind Astrup.,findestrup.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=7b58b2c5-5a11-4d0f-bac6-18af3c6ccc7c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,7b58b2c5-5a11-4d0f-bac6-18af3c6ccc7c
0,Flensburg 16.11.13,Konebarn 16.11.13,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=4510c74a-12fe-4fa4-97a3-e5d8d0769cbd,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,4510c74a-12fe-4fa4-97a3-e5d8d0769cbd
1,Selvfølglig ikke. -,Forfølglig ikke. -,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=46a7c8b0-59a1-4404-9363-6b8dadc16514,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,46a7c8b0-59a1-4404-9363-6b8dadc16514
2,Alt gik utmærket iaften.,Alt gik utmærket efter.,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=80c5cb7a-e009-4a4b-9c9d-1f692a4de2b9,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,80c5cb7a-e009-4a4b-9c9d-1f692a4de2b9
3,Hviss redaktør Nielsen er i,Heris redaktør Nilsen er i,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=f72ae94b-95fc-46e3-8a53-c9372e76c5bc,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,f72ae94b-95fc-46e3-8a53-c9372e76c5bc
4,forbindelse med Mittet så,forbindelse med Mittet så,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=b7cdf001-582e-42ff-82d5-bac2904be63b,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,b7cdf001-582e-42ff-82d5-bac2904be63b
5,skriv ham vedlakte på et,skriv ham vedlakte på et,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=516a9fcf-ef3b-4b45-9e5d-f9275cca5bb8,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,516a9fcf-ef3b-4b45-9e5d-f9275cca5bb8
6,av mine undertegnete papi-,er mine underlegnete kafe-,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=0d49360d-9ae1-41c0-b25b-05aedbcb223f,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0d49360d-9ae1-41c0-b25b-05aedbcb223f
7,rer er du snild.,rer er den sener!,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=2cf02682-8709-4776-8513-0766b5079cfd,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,2cf02682-8709-4776-8513-0766b5079cfd
8,Send det til Århus. -,Send de til Ashus. -,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=cda315f1-2635-4952-aeb9-a193faa1f92a,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,cda315f1-2635-4952-aeb9-a193faa1f92a
9,Hjertlig hilsen,Hjertlig hilsen,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=4497ab7b-8b66-4da8-a9a9-cbd464cb6e86,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,4497ab7b-8b66-4da8-a9a9-cbd464cb6e86
10,Roald.,Dem.,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=18772f83-3770-4822-840d-c00b27982a5b,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,18772f83-3770-4822-840d-c00b27982a5b
0,Fru Camilla Collett.,Fru Camilla Collett.,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=8932aa8f-9a3b-4492-bc26-7f65bb04aa0c,https://callico.teklia.com/annotation/a02bc0ec-5ecb-4bb7-b570-16948d974ab2/annotate/transcription/,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb,102ca72a-6c62-4f26-ad06-51c1a230febb,a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,8932aa8f-9a3b-4492-bc26-7f65bb04aa0c
1,Undertegnede bringer sin ærbødige,Undertegnede bringer sin ærbødige,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=c06c7682-c0a2-48dc-ae5a-69edf3b13153,https://callico.teklia.com/annotation/a02bc0ec-5ecb-4bb7-b570-16948d974ab2/annotate/transcription/,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb,102ca72a-6c62-4f26-ad06-51c1a230febb,a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,c06c7682-c0a2-48dc-ae5a-69edf3b13153
2,og hjertelige Tak for den Gave paa,og hjertelige Tak for den Gave paa,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=3516cb73-1475-4368-9070-f558c9952e48,https://callico.teklia.com/annotation/a02bc0ec-5ecb-4bb7-b570-16948d974ab2/annotate/transcription/,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb,102ca72a-6c62-4f26-ad06-51c1a230febb,a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,3516cb73-1475-4368-9070-f558c9952e48
