callico_id,arkindex_id,arkindex_line_id,ground_truth,pylaia_prediction,highlight_url,Strike-though,Punctuation,Accents,Casing,Ambiguity,Segmentation issue,Rotation,Printed text,Hallucinations,Reading order
342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,f72ae94b-95fc-46e3-8a53-c9372e76c5bc,Hviss redaktør Nielsen er i,Heris redaktør Nilsen er i,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=f72ae94b-95fc-46e3-8a53-c9372e76c5bc,,,,,,,,,,
342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0d49360d-9ae1-41c0-b25b-05aedbcb223f,av mine undertegnete papi-,er mine underlegnete kafe-,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=0d49360d-9ae1-41c0-b25b-05aedbcb223f,,,,,,,,,,
342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,2cf02682-8709-4776-8513-0766b5079cfd,rer er du snild.,rer er den sener!,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=2cf02682-8709-4776-8513-0766b5079cfd,,,,,,,,,,
342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,cda315f1-2635-4952-aeb9-a193faa1f92a,Send det til Århus. -,Send de til Ashus. -,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=cda315f1-2635-4952-aeb9-a193faa1f92a,,,,,,,,,,
342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,18772f83-3770-4822-840d-c00b27982a5b,Roald.,Dem.,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=18772f83-3770-4822-840d-c00b27982a5b,,,,,,,,,,
a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,29dda002-b516-4c3e-8cb3-9d0b460e2203,"Kr. 100, som De har delt mellem","Kr. 100, som De har dette mellem",https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=29dda002-b516-4c3e-8cb3-9d0b460e2203,,,,,,,,,,
a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,b6c88f2b-4a17-44a6-aea8-b4a284c9cbcd,"Nattely, den vordende Arbejdsstue for Kvin-","Nattely, den vordende Arbeydsstue for tvin-",https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=b6c88f2b-4a17-44a6-aea8-b4a284c9cbcd,,,,,,,,,,
a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,590bce25-6cf7-41a8-a0d7-fd52d91e8253,"der og Aftenhjemmet, en Gave, der","der og Aftenhjemmet,  Gave, der",https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=590bce25-6cf7-41a8-a0d7-fd52d91e8253,,,,,,,,,,
a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,63031426-adad-4719-a2b2-af1cc62dab52,Gustav Jensen.,Gustav Jemor.,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=63031426-adad-4719-a2b2-af1cc62dab52,,,,,,,,,,
a02bc0ec-5ecb-4bb7-b570-16948d974ab2,102ca72a-6c62-4f26-ad06-51c1a230febb,5d93f645-72a0-43df-a627-2bed66e51ee9,G. Finne,Fine,https://demo.arkindex.org/element/102ca72a-6c62-4f26-ad06-51c1a230febb?highlight=5d93f645-72a0-43df-a627-2bed66e51ee9,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,5edc62e2-feb7-44a1-ada3-ff4544566012,var forma slik at De hadde grunn til å kjenne Dokk,"var form slik at de heste grun til "" kjenne døkk",https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=5edc62e2-feb7-44a1-ada3-ff4544566012,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,3418f9d5-abb4-48a6-9411-4fd1e9a43b09,sård så ber eg um tilgjeving! Og eg vilde vere takksam um De,søt s hed og nu tilgjerning! Og og vilde om takksem nu de,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=3418f9d5-abb4-48a6-9411-4fd1e9a43b09,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,17a0d7e6-4ca6-4c2a-94d0-278f22980815,vilde take meg på ordlyda av det eg skreiv.,vilde tale mig for ordlyde an det og skreiv.,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=17a0d7e6-4ca6-4c2a-94d0-278f22980815,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,657b76e7-c98f-417d-84a4-2b442a5ebe93,"De har fått ein ansvarsfull post på Noregs største talarstol, eg vil","De har satt in amorshell sort på Norge støte ilatol, og al",https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=657b76e7-c98f-417d-84a4-2b442a5ebe93,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,6c3d2788-1379-418a-bd2b-54f3fd93c6e3,"ynskje Dokk hjerteleg til lykke, - at det må lykkest","gnikje døkk hjertelig til lykke, - at det nu lykket",https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=6c3d2788-1379-418a-bd2b-54f3fd93c6e3,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,9796f4b5-cb26-436d-939f-e79509c3a2e0,Dokk å så eit got,det å si et god,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=9796f4b5-cb26-436d-939f-e79509c3a2e0,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,fa0ed2dc-eac2-4c47-9556-ecf7f301bba1,såfrø til rik vokst for eit fagert folkeliv i vårt kjære Noreg!,sefør til at orket for ud sag ast olalis i vist kjære Norg!,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=fa0ed2dc-eac2-4c47-9556-ecf7f301bba1,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,5d3eaf2b-f113-4bbd-a28f-a42fc7745107,Med,hed,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=5d3eaf2b-f113-4bbd-a28f-a42fc7745107,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,c4c71325-7178-46f2-ac5c-558a20402408,hjerteleg helsing og takk!,hjertelig hellig og takk!,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=c4c71325-7178-46f2-ac5c-558a20402408,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,42101141-b202-4ef9-87df-ce70e58d07c8,Vyrds.,Nyd.,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=42101141-b202-4ef9-87df-ce70e58d07c8,,,,,,,,,,
65782101-9446-4edd-8c28-312c210e241d,124d818b-d57d-4f9f-b4d5-7a1c1238b243,1a82d832-32bb-4f08-9810-ca3f7810d44c,I. B.,F. B.,https://demo.arkindex.org/element/124d818b-d57d-4f9f-b4d5-7a1c1238b243?highlight=1a82d832-32bb-4f08-9810-ca3f7810d44c,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,f5619f79-e735-4a03-ad76-bed453156ca1,Hr Ivar Aasen!,Ivar Aasen!,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=f5619f79-e735-4a03-ad76-bed453156ca1,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,1798bd92-e3de-48a9-9d54-2c4c34a6d0d9,Da der paa førstkommende Lørdag i Studenter-,Da du paa først kommende Lørdag i Studenter,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=1798bd92-e3de-48a9-9d54-2c4c34a6d0d9,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,c9308d30-c8c2-4512-9aa1-5875d42ce5c4,samfundet skal aabnes en Diskusion om Maal-,samfundet skal aabnes en Diskusion om maat-,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=c9308d30-c8c2-4512-9aa1-5875d42ce5c4,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,90b8a4b1-8da4-46e1-af37-d310a6382221,"sagen, tager jeg mig herved den Ære at underret-","sagen, tager jeg mig herved den Ære at underret,",https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=90b8a4b1-8da4-46e1-af37-d310a6382221,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,3e561e16-9624-4d51-86b0-595d577eba2f,Paa Studentersamfundets Bestyr-,Paa Budetusamfundets bestyr.,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=3e561e16-9624-4d51-86b0-595d577eba2f,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,cb706a85-e46c-4dce-a37b-c1c274ecfb1f,Erik Vullum,Erik Welhum,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=cb706a85-e46c-4dce-a37b-c1c274ecfb1f,,,,,,,,,,
f72b1e30-a116-45c7-9ff5-f25e3421a107,1726ba3f-0949-4f6a-9840-de15bc953d3d,1e67ff76-4f01-4b6a-96a0-d8a511d3ea31,p. T. Formand.,p.T. Formand.,https://demo.arkindex.org/element/1726ba3f-0949-4f6a-9840-de15bc953d3d?highlight=1e67ff76-4f01-4b6a-96a0-d8a511d3ea31,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,9e1e318e-f3d8-41ad-92e9-287e7c4c8d56,Herr Ivar Aasen!,Herr Svar Aasen!,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=9e1e318e-f3d8-41ad-92e9-287e7c4c8d56,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,96915f2a-2668-4e4e-bc68-4ab5f30e019a,Jeg er i Besiddelse af Deres,Jeg er i Besuldelse af Deres,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=96915f2a-2668-4e4e-bc68-4ab5f30e019a,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,a85ccf4f-8040-49c5-8d7a-038408cdaab2,Bog om norske Navne; men kan,Bag om norske Navne; men kan,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=a85ccf4f-8040-49c5-8d7a-038408cdaab2,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,2cb084d4-4039-401b-9f0e-b1a5b9d5d7cf,at Navnet Arnljot har været,at Navnet Aruljat har været,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=2cb084d4-4039-401b-9f0e-b1a5b9d5d7cf,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,96615da3-520a-4798-b7e6-ee972082da45,dette Navn har været et af de,dette Navn har været et af ele,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=96615da3-520a-4798-b7e6-ee972082da45,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,8687c318-ab00-4220-839b-49cbcf6a6484,smukkeste jeg har fundet i vor,smukkeste jeg har fundet i var,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=8687c318-ab00-4220-839b-49cbcf6a6484,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,c60401a9-754c-42e7-a52d-04215545a8e9,"vilde underrette mig om, hvorfra","vilde underrette mig om,  hvorfra",https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=c60401a9-754c-42e7-a52d-04215545a8e9,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,314018a0-0f67-4069-be3b-4d8d3d65a429,Haabende De undskylder Henvendelsen,Haabende Du undskylde Henvendelsen,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=314018a0-0f67-4069-be3b-4d8d3d65a429,,,,,,,,,,
cba957d6-3db7-4b8c-b7bc-2faf4e79b31c,1dc29c02-1ad1-4777-9ff0-0cbf1b06385d,426f2520-377b-4652-bc80-7366a3922194,N. B. Thomle.,N.B.Thomb.,https://demo.arkindex.org/element/1dc29c02-1ad1-4777-9ff0-0cbf1b06385d?highlight=426f2520-377b-4652-bc80-7366a3922194,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,3a7e3510-466a-4104-b10b-0f7604a9b7c7,DET NORSKE METEOROLOGISKE,DETNORSKE NELFOROLOEISKE,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=3a7e3510-466a-4104-b10b-0f7604a9b7c7,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,f80427c9-02d5-4464-841a-28f78f1b180f,INSTITUT.,INSTIEUI.,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=f80427c9-02d5-4464-841a-28f78f1b180f,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,2c4df97b-0169-422c-a654-a56f2e605fc6,CHRISTIANIA 15. December 1899,men 15. December 1899,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=2c4df97b-0169-422c-a654-a56f2e605fc6,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,2aaf8bc7-9488-4dfb-a985-c5b622b562fe,Med Collegiets Tilladelse har,Med Colleguts Tilladelse har,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=2aaf8bc7-9488-4dfb-a985-c5b622b562fe,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,a614d8b8-1826-4977-9273-5eaafcd7dfaa,jeg bestilt et selvregistrerende Hygro-,jeg bestilt et selvregistende Hygro-,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=a614d8b8-1826-4977-9273-5eaafcd7dfaa,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,dc204911-7fbc-44dc-86a6-7be7d61d1f33,meter hos Richard. det registrerer rela-,meter hos Richard det registre rela-,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=dc204911-7fbc-44dc-86a6-7be7d61d1f33,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,3e8af6d8-0f20-4dfc-9e67-e758d17917ef,tiv Fugtighed som Haarhygrometer. Ligesaa,til Fuglighed som Kaarhygrometer. Love,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=3e8af6d8-0f20-4dfc-9e67-e758d17917ef,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,14b7c46f-62ef-4b80-9dcf-365a949505b9,har jeg bestilt nye Penne. Vi har Under,har jeg lestelt nye Penne. Vi har under,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=14b7c46f-62ef-4b80-9dcf-365a949505b9,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,b020e801-7774-4f5b-881b-d10be7f39bc1,"Ballance, men har faaet Lov at telle","Callence, men har faaet Lov at have",https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=b020e801-7774-4f5b-881b-d10be7f39bc1,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,0070a78b-18ae-4769-9cfe-8dd23c2a099e,Apparatet paa næste Aars Budget.,Akkonalet paa næste aars Budget.,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=0070a78b-18ae-4769-9cfe-8dd23c2a099e,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,9d7a48fa-c0a8-40fc-8817-6440b1d11e81,Jeg sender Dem en fransk Afhandling om,Jeg sender dem en fransk Afhandling om,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=9d7a48fa-c0a8-40fc-8817-6440b1d11e81,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,b14926ca-bb87-4a29-a2c1-8d764704c729,"Luftelektricitetens daglige Periode, der","duftelektricitetens daglige teriode, der",https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=b14926ca-bb87-4a29-a2c1-8d764704c729,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,4beec8f2-bf23-46f1-b449-bb91efc7bf77,Faar man høre noget om deres Arbejder?,Faar mom høre noget om deres arbeyder?,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=4beec8f2-bf23-46f1-b449-bb91efc7bf77,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,7066c247-4028-4cfd-9c36-f9a1730b5aaf,"Jeg har regnet ud, i hvilken Højde Solstraalerne","Jeg har regnet ud, i hvilken køgde Solshaalne",https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=7066c247-4028-4cfd-9c36-f9a1730b5aaf,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,a42aa2bc-9357-4166-bf2a-1b65f2e06b30,i Mørketiden skjærer Verticalen i forskjellige Bredder,i Mørketiden skjærer Verticalen i forskjeller Midda,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=a42aa2bc-9357-4166-bf2a-1b65f2e06b30,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,8c028880-8ad1-409e-9836-f79a41ed8b93,saa skal jeg sende Resultaterne. Det var v. Bezold som,saa skal jeg sende Resckelse. Et var v. Bezold som,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=8c028880-8ad1-409e-9836-f79a41ed8b93,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,c5e30251-0aca-4ed3-bf41-f61c0f3062f2,satte mig paa det. Med venligste Hilsener deres,satte mig paa det. Med venligste kunne deres,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=c5e30251-0aca-4ed3-bf41-f61c0f3062f2,,,,,,,,,,
5dfa35f9-9116-4810-aa54-342e3ad25622,2080bd5f-2c9c-4889-bdde-0a093d46f3c6,d11f61c2-b21d-472b-9c60-9377f42288fb,H Mohn.,Holm-,https://demo.arkindex.org/element/2080bd5f-2c9c-4889-bdde-0a093d46f3c6?highlight=d11f61c2-b21d-472b-9c60-9377f42288fb,,,,,,,,,,
2fee5aa0-782f-4588-89b3-a009335234fd,20d10cf5-b6ee-4101-a25a-3e747e8ddc3c,c7697fd7-065d-4d4e-acbd-fb53d4bc513a,Til Bestyrelsen for Læseforening,til Bestyrelsen for Læseforening,https://demo.arkindex.org/element/20d10cf5-b6ee-4101-a25a-3e747e8ddc3c?highlight=c7697fd7-065d-4d4e-acbd-fb53d4bc513a,,,,,,,,,,
